"","district","sc","parish","village","messenger","recipient","IVR","sms","head_name","tel_contact"
"282","MAYUGE","KITYERERA","BUBINGE","BULIDHA","male","female","yes","no",NA,NA
"283","NAMUTUMBA","MAGADA","KAGULU","NAKAWA","male","female","yes","no",NA,NA
"284","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO B","male","female","yes","yes",NA,NA
"285","NAMAYINGO","BUYINJA","LWANGOSIA","SIBONDWE","male","female","yes","no",NA,NA
"286","IGANGA","BULAMAGI","IWAWU","NAWANKOFU","male","female","yes","no",NA,NA
"287","NAMUTUMBA","KIBAALE","NABWEYO","NABUGUZI","male","female","yes","no",NA,NA
"288","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE A","male","female","no","no",NA,NA
"289","IGANGA","BUYANGA","BUWOOYA","BUDHUBYE","male","female","yes","yes",NA,NA
"290","IGANGA","BUYANGA","BUWOOYA","BUYANGA B","male","female","yes","no",NA,NA
"291","IGANGA","BULAMAGI","IWAWU","KYEMEIRE","male","female","no","no",NA,NA
"292","BUGIRI","IWEMBA","IWEMBA","BULYAMBOLI","male","female","yes","yes",NA,NA
"293","NAMUTUMBA","KIBAALE","NABISOIGI","NAKYERE II","male","female","yes","yes",NA,NA
"294","NAMAYINGO","BUYINJA","LWANGOSIA","BULOHA","male","female","yes","no",NA,NA
"295","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MPANDE","male","female","no","no",NA,NA
"296","IGANGA","MAKUUTU","KASOZI","BUSIMO","male","female","no","no",NA,NA
"297","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA B","male","female","yes","yes",NA,NA
"298","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO B","male","female","yes","no",NA,NA
"299","IGANGA","MAKUUTU","KASOZI","BUNAKATE","male","female","yes","no",NA,NA
"300","MAYUGE","KIGANDALO","KIGULU","NAMUGOLO","male","female","yes","yes",NA,NA
"301","MAYUGE","IMANYIRO","MAGADA","WANTE","male","female","yes","no",NA,NA
"302","NAMUTUMBA","MAGADA","KAGULU","NAWAMBIRI","male","female","yes","no",NA,NA
"303","MAYUGE","IMANYIRO","MAGADA","WALUGOGO","male","female","no","no",NA,NA
"304","MAYUGE","BUKATUBE","BUYEMBA","WALUKUBA","male","female","no","no",NA,NA
"305","IGANGA","MAKUUTU","MAKUUTU","BUSWIRIRI","male","female","yes","no",NA,NA
"306","NAMAYINGO","BANDA","LUGALA","BUDALA A","male","female","no","no",NA,NA
"307","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'A'","male","female","no","no",NA,NA
"308","MAYUGE","KIGANDALO","KIGULU","NSUMBA","male","female","yes","no",NA,NA
"309","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA IB","male","female","no","no",NA,NA
"310","NAMUTUMBA","MAGADA","KAGULU","IZIMBA","male","female","yes","yes",NA,NA
"311","NAMAYINGO","BUSWALE","NANSUMA","MASODI B","male","female","yes","yes",NA,NA
"312","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO B","male","female","yes","no",NA,NA
"313","MAYUGE","BUKABOOLI","BUKABOOLI","KIKUNYU","male","female","yes","no",NA,NA
"314","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUKALAMAISO","male","female","yes","yes",NA,NA
"315","BUGIRI","BUWUNGA","BUBUGO","NAMBOFA","male","female","no","no",NA,NA
"316","IGANGA","NAKIGO","WAIRAMA","IZIMBA","male","female","yes","no",NA,NA
"317","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NABIKOMO","male","female","no","no",NA,NA
"318","BUGIRI","KAPYANGA","BUGUBO","BUKONDE A","male","female","yes","yes",NA,NA
"319","NAMUTUMBA","MAGADA","KAGULU","NABWEYO","male","female","yes","yes",NA,NA
"320","BUGIRI","KAPYANGA","BUGUBO","BUSANZI","male","female","no","no",NA,NA
"321","MAYUGE","BUKATUBE","BUYEMBA","MUGERI A","male","female","yes","no",NA,NA
"322","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE A","male","female","no","no",NA,NA
"323","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA A","male","female","yes","yes",NA,NA
"324","NAMAYINGO","MUTUMBA","LUBIRA","LUFUDU","male","female","yes","yes",NA,NA
"325","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA C","male","female","no","no",NA,NA
"326","BUGIRI","BULUGUYI","MUWAYO","MUWAYO","male","female","no","no",NA,NA
"327","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA EAST","male","female","yes","yes",NA,NA
"328","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA EAST","male","female","yes","yes",NA,NA
"329","IGANGA","MAKUUTU","KASOZI","BUKONDE","male","female","yes","yes",NA,NA
"330","MAYUGE","KITYERERA","NDAIGA","BUBALULE A","male","female","no","no",NA,NA
"331","NAMUTUMBA","NSINZE","BUWONGO","BUYUNGA","male","female","yes","no",NA,NA
"332","MAYUGE","BUKATUBE","BUYEMBA","BUYEMBA 'A'","male","female","no","no",NA,NA
"333","NAMUTUMBA","KIBAALE","NABISOIGI","BUGANDA","male","female","yes","yes",NA,NA
"334","IGANGA","NAKALAMA","NAKALAMA","BUKOBOOLI","male","female","yes","no",NA,NA
"335","BUGIRI","BUDHAYA","BUDHAYA","BUDHAYA","male","female","yes","no",NA,NA
"336","MAYUGE","BAITAMBOGWE","LUKONE","NAMAGERA","male","female","yes","yes",NA,NA
"337","IGANGA","BUYANGA","BUWOOYA","BUWOOYA B","male","female","no","no",NA,NA
"338","MAYUGE","KIGANDALO","KIGULU","NAMASAKA","male","female","yes","no",NA,NA
"339","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO A","male","female","yes","no",NA,NA
"340","MAYUGE","KIGANDALO","KIGULU","BUBBALYA","male","female","yes","no",NA,NA
"341","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA III","male","female","yes","no",NA,NA
"342","MAYUGE","BUKATUBE","LWANIKA","LUKINDU A","male","female","yes","no",NA,NA
"343","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA A","male","female","yes","no",NA,NA
"344","NAMUTUMBA","NSINZE","BUWONGO","SIIRA","male","female","yes","no",NA,NA
"345","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO CENTRAL","male","female","yes","no",NA,NA
"346","MAYUGE","IMANYIRO","MAGADA","LUYIRA","male","female","yes","no",NA,NA
"347","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA WEST","male","female","yes","yes",NA,NA
"348","MAYUGE","KIGANDALO","KIGULU","KIREWE","male","female","yes","yes",NA,NA
"349","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA NORTH","male","female","yes","yes",NA,NA
"350","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI A","male","female","no","no",NA,NA
"351","IGANGA","NAWANDALA","KIWANYI","KIWANYI I","male","female","yes","yes",NA,NA
"352","NAMUTUMBA","MAGADA","KAGULU","LUZINGA","male","female","no","no",NA,NA
"353","NAMUTUMBA","KIBAALE","NABISOIGI","BWANGU","male","female","yes","no",NA,NA
"354","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA A","male","female","no","no",NA,NA
"355","MAYUGE","BUKATUBE","LWANIKA","LUKINDU B","male","female","no","no",NA,NA
"356","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO A","male","female","no","no",NA,NA
"357","MAYUGE","BAITAMBOGWE","LUKONE","LUKONE","male","female","yes","no",NA,NA
"358","NAMAYINGO","BANDA","BUJWANGA","HALABA","male","female","no","no",NA,NA
"359","MAYUGE","KITYERERA","BUBINGE","KIKANDWA","male","female","yes","no",NA,NA
"360","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'B'","male","female","no","no",NA,NA
"361","IGANGA","NAKALAMA","NAKALAMA","BUKYAYE","male","female","yes","yes",NA,NA
"362","MAYUGE","KITYERERA","NDAIGA","NDAIGA C","male","female","yes","yes",NA,NA
"363","NAMAYINGO","MUTUMBA","LUBIRA","BUSIULA","male","female","yes","yes",NA,NA
"364","NAMUTUMBA","NSINZE","NAWAIKONA","NABITULUNTU","male","female","no","no",NA,NA
"365","NAMUTUMBA","NAMUTUMBA","NAKYEERE","NAKYERE","male","female","yes","no",NA,NA
"366","NAMAYINGO","BUSWALE","NANSUMA","MASODI A","male","female","yes","yes",NA,NA
"367","NAMUTUMBA","KIBAALE","NABISOIGI","BUYINDA","male","female","no","no",NA,NA
"368","NAMAYINGO","BANDA","BUJWANGA","NAMBANO","male","female","yes","yes",NA,NA
"369","MAYUGE","BAITAMBOGWE","IGEYERO","MUKUTA","male","female","no","no",NA,NA
"370","MAYUGE","KITYERERA","BUBINGE","BUBINGE","male","female","yes","no",NA,NA
"371","BUGIRI","BULUGUYI","MUWAYO","MUDAWO","male","female","no","no",NA,NA
"372","BUGIRI","NABUKALU","NKAIZA","KAKOGE","male","female","yes","no",NA,NA
"373","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE B","male","female","yes","no",NA,NA
"374","IGANGA","NAWANDALA","KIWANYI","MADHIMASU","male","female","yes","yes",NA,NA
"375","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE B","male","female","no","no",NA,NA
"376","BUGIRI","IWEMBA","IWEMBA","BUKIRI","male","female","yes","yes",NA,NA
"377","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'A'","male","female","yes","no",NA,NA
"378","IGANGA","BULAMAGI","IWAWU","IWAWU","male","female","no","no",NA,NA
"379","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NAKAVULE","male","female","yes","no",NA,NA
"380","BUGIRI","BUWUNGA","BUBUGO","BUBUGO/BULIWAGULU","male","female","no","no",NA,NA
"381","NAMUTUMBA","MAGADA","KIWANYI","KATENGELERE","male","female","yes","yes",NA,NA
"382","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KIOGA","male","female","yes","yes",NA,NA
"383","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO B","male","female","no","no",NA,NA
"384","MAYUGE","BAITAMBOGWE","LUKONE","NSINDA","male","female","no","no",NA,NA
"385","NAMUTUMBA","KIBAALE","NABWEYO","BUGAIZA","male","female","yes","no",NA,NA
"386","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA B","male","female","yes","no",NA,NA
"387","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO A","male","female","yes","yes",NA,NA
"388","BUGIRI","IWEMBA","IWEMBA","BUKANDA","male","female","no","no",NA,NA
"389","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA A","male","female","yes","no",NA,NA
"390","IGANGA","NAKIGO","BUSOWOOBI","BUSOWOOBI CENTRAL","male","female","no","no",NA,NA
"391","NAMUTUMBA","KIBAALE","NAWANGISA","BUNYINKIRA","male","female","yes","no",NA,NA
"392","MAYUGE","KIGANDALO","KIGULU","KIGULU","male","female","yes","yes",NA,NA
"393","BUGIRI","BUDHAYA","BUDHAYA","BUKEREKERE","male","female","yes","yes",NA,NA
"394","MAYUGE","WAIRASA","BUSUYI","BUSUYI","male","female","no","no",NA,NA
"395","IGANGA","NAMALEMBA","MINANI","NAKAMINI","male","female","yes","yes",NA,NA
"396","IGANGA","NAMALEMBA","MINANI","MINANI A","male","female","no","no",NA,NA
"397","NAMUTUMBA","NSINZE","BUWONGO","MALIGA TRADING CENTRE","male","female","yes","no",NA,NA
"398","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA B","male","female","yes","no",NA,NA
"399","BUGIRI","BULESA","BULUWE","BULUWE","male","female","yes","no",NA,NA
"400","BUGIRI","BULESA","BULUWE","BUTEGWA A","male","female","no","no",NA,NA
"401","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'B'","male","female","yes","yes",NA,NA
"402","IGANGA","BUYANGA","BULUNGULI","KIWANYI A","male","female","no","no",NA,NA
"403","NAMUTUMBA","NSINZE","BUWONGO","BUKOLO","male","female","no","no",NA,NA
"404","NAMUTUMBA","NSINZE","NAWAIKONA","BUBINGA","male","female","yes","no",NA,NA
"405","NAMUTUMBA","KIBAALE","NABWEYO","MBOGO","male","female","yes","yes",NA,NA
"406","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO A","male","female","no","no",NA,NA
"407","NAMAYINGO","BANDA","LUGALA","BUDALA B","male","female","no","no",NA,NA
"408","NAMUTUMBA","KIBAALE","NABISOIGI","NKWANZI","male","female","no","no",NA,NA
"409","NAMUTUMBA","NSINZE","NAWAIKONA","KIVULE","male","female","yes","yes",NA,NA
"410","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA NORTH","male","female","no","no",NA,NA
"411","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI II","male","female","no","no",NA,NA
"412","NAMUTUMBA","KIBAALE","NAWANGISA","KAKOGE","male","female","no","no",NA,NA
"413","IGANGA","MAKUUTU","KASOZI","KASOZI A","male","female","yes","yes",NA,NA
"414","IGANGA","IBULANKU","NSAALE","NAKIBEMBE","male","female","yes","no",NA,NA
"415","BUGIRI","KAPYANGA","BUGUBO","KAKANDWA","male","female","yes","no",NA,NA
"416","NAMAYINGO","BANDA","LUTOLO","SIROWA","male","female","yes","yes",NA,NA
"417","IGANGA","NAKIGO","BUSOWOOBI","NABITOVU","male","female","yes","no",NA,NA
"418","NAMAYINGO","BANDA","BUJWANGA","BUSIRO BEACH","male","female","yes","no",NA,NA
"419","BUGIRI","BUWUNGA","BUBUGO","BUKEREWE","male","female","yes","no",NA,NA
"420","NAMUTUMBA","KIBAALE","NABWEYO","BUNYEKERO","male","female","no","no",NA,NA
"421","MAYUGE","BUKABOOLI","BUKABOOLI","BUKABOOLI","male","female","no","no",NA,NA
"422","BUGIRI","BUDHAYA","BUKATU","MAZIRIGA","male","female","yes","no",NA,NA
"423","IGANGA","NAKIGO","WAIRAMA","KAKOMBO","male","female","yes","yes",NA,NA
"424","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO C","male","female","yes","yes",NA,NA
"425","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO A","male","female","yes","yes",NA,NA
"426","IGANGA","NAMALEMBA","MINANI","BUKAKAIRE","male","female","no","no",NA,NA
"427","IGANGA","MAKUUTU","KASOZI","NAMAVUNDU","male","female","yes","no",NA,NA
"428","IGANGA","MAKUUTU","KASOZI","KASOZI B","male","female","no","no",NA,NA
"429","IGANGA","MAKUUTU","KASOZI","BUKOWE","male","female","yes","yes",NA,NA
"430","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO B","male","female","yes","yes",NA,NA
"431","MAYUGE","IMANYIRO","MAGADA","MAGADA","male","female","yes","yes",NA,NA
"432","NAMAYINGO","BANDA","LUTOLO","BUKOONA","male","female","yes","yes",NA,NA
"433","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'A'","male","female","yes","no",NA,NA
"434","BUGIRI","BUDHAYA","BUDHAYA","NGULUMO","male","female","yes","no",NA,NA
"435","NAMUTUMBA","NSINZE","NAWAIKONA","BUKUDUMIRA","male","female","no","no",NA,NA
"436","BUGIRI","KAPYANGA","BUGUBO","BUGUBO","male","female","yes","yes",NA,NA
"437","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA SOUTH","male","female","no","no",NA,NA
"438","MAYUGE","KITYERERA","NDAIGA","NDAIGA A","male","female","no","no",NA,NA
"439","BUGIRI","BUDHAYA","BUKATU","BUDIBYA","male","female","yes","yes",NA,NA
"440","NAMAYINGO","BANDA","LUGALA","LUGALA B","male","female","yes","yes",NA,NA
"441","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUDUMBA","male","female","yes","yes",NA,NA
"442","MAYUGE","BUKATUBE","LWANIKA","LWANIKA B","male","female","no","no",NA,NA
"443","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","LUKUNYU","male","female","yes","yes",NA,NA
"444","NAMAYINGO","BUYINJA","LWANGOSIA","BUGAYA","male","female","yes","no",NA,NA
"445","BUGIRI","BUDHAYA","BUKATU","KAWOLOGOMA","male","female","yes","no",NA,NA
"446","MAYUGE","IMANYIRO","MAGADA","NAMAKAKALE","male","female","yes","yes",NA,NA
"447","NAMUTUMBA","KIBAALE","NABWEYO","LWAMBA","male","female","no","no",NA,NA
"448","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KAZINGA","male","female","no","no",NA,NA
"449","NAMAYINGO","BUYINJA","LWANGOSIA","NSANGO A","male","female","yes","no",NA,NA
"450","NAMAYINGO","BANDA","LUTOLO","NANGERA A","male","female","yes","yes",NA,NA
"451","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO A","male","female","yes","no",NA,NA
"452","BUGIRI","KAPYANGA","BUGUBO","NABYUNYU","male","female","yes","yes",NA,NA
"453","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA WEST","male","female","yes","yes",NA,NA
"454","BUGIRI","BULUGUYI","MUWAYO","BUTEMA","male","female","no","no",NA,NA
"455","MAYUGE","BUKATUBE","LWANIKA","LWANIKA A","male","female","yes","no",NA,NA
"456","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI A","male","female","yes","yes",NA,NA
"457","NAMUTUMBA","KIBAALE","NABWEYO","NANVUNANWA","male","female","yes","yes",NA,NA
"458","MAYUGE","BUSAKIRA","MAUMU","MAUMU B","male","female","yes","yes",NA,NA
"459","IGANGA","BUYANGA","BUWOOYA","BUYANGA A","male","female","yes","yes",NA,NA
"460","IGANGA","NAWANDALA","KIWANYI","BUKYEEGA","male","female","yes","no",NA,NA
"461","NAMUTUMBA","MAGADA","KIWANYI","KIWANYI","male","female","yes","no",NA,NA
"462","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA WEST","male","female","yes","yes",NA,NA
"463","NAMUTUMBA","KIBAALE","NAWANGISA","KAVULE","male","female","yes","yes",NA,NA
"464","NAMUTUMBA","MAGADA","KAGULU","BUGIRI","male","female","yes","yes",NA,NA
"465","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA B","male","female","yes","no",NA,NA
"466","MAYUGE","BUKATUBE","LWANIKA","WAMONDO","male","female","yes","yes",NA,NA
"467","MAYUGE","WAIRASA","BUSUYI","BUSOWANIRE","male","female","yes","no",NA,NA
"468","NAMAYINGO","BANDA","LUTOLO","LUTOLO B","male","female","yes","no",NA,NA
"469","MAYUGE","KIGANDALO","KIGULU","BUYAGA","male","female","yes","yes",NA,NA
"470","NAMAYINGO","BANDA","BUJWANGA","BUBANGI","male","female","no","no",NA,NA
"471","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA II","male","female","yes","no",NA,NA
"472","IGANGA","IBULANKU","NSAALE","NAKASUBI","male","female","no","no",NA,NA
"473","NAMUTUMBA","MAGADA","KAGULU","NABIGALATA","male","female","yes","yes",NA,NA
"474","NAMUTUMBA","MAGADA","KIWANYI","NABIYUNGI","male","female","yes","yes",NA,NA
"475","NAMUTUMBA","MAGADA","KAGULU","KISYAIKE","male","female","no","no",NA,NA
"476","BUGIRI","KAPYANGA","NAMUKONGE","BUKAYE B","male","female","yes","no",NA,NA
"477","IGANGA","MAKUUTU","KASOZI","NONDWE","male","female","no","no",NA,NA
"478","IGANGA","BULAMAGI","IWAWU","NAMASOGA","male","female","yes","yes",NA,NA
"479","IGANGA","MAKUUTU","KASOZI","WAIBALE","male","female","yes","no",NA,NA
"480","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA I","male","female","no","no",NA,NA
"481","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MAKUUTU","male","female","yes","no",NA,NA
"482","NAMUTUMBA","NSINZE","NAWAIKONA","WALUMBO","male","female","yes","no",NA,NA
"483","BUGIRI","BUDHAYA","BUDHAYA","BUMWANGU","male","female","yes","no",NA,NA
"484","IGANGA","BUYANGA","BUWOOYA","BUWOOYA A","male","female","no","no",NA,NA
"485","MAYUGE","WAIRASA","BUSUYI","BUYEMBA","male","female","no","no",NA,NA
"486","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA A","male","female","yes","yes",NA,NA
"487","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO A","male","female","no","no",NA,NA
"488","NAMUTUMBA","NSINZE","BUWONGO","BUNYAGWE","male","female","no","no",NA,NA
"489","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA B","male","female","yes","yes",NA,NA
"490","IGANGA","BUYANGA","BULUNGULI","KIWANYI B","male","female","no","no",NA,NA
"491","IGANGA","NAMALEMBA","MINANI","MINANI B","male","female","yes","yes",NA,NA
"492","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA CENTRAL","male","female","no","no",NA,NA
"493","IGANGA","BUYANGA","BUWOOYA","NASILARO","male","female","no","no",NA,NA
"494","BUGIRI","KAPYANGA","NDIFAKULYA","BUKAYE","male","female","yes","yes",NA,NA
"495","MAYUGE","BUKATUBE","LWANIKA","BUTIMBWA","male","female","yes","yes",NA,NA
"496","MAYUGE","IMANYIRO","MAGADA","NAMADUDU","male","female","no","no",NA,NA
"497","BUGIRI","BULUGUYI","MUWAYO","NAKAWA","male","female","yes","no",NA,NA
"498","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI A","male","female","yes","no",NA,NA
"499","IGANGA","BUYANGA","BUWOOYA","BUYIRIMA","male","female","yes","yes",NA,NA
"500","NAMUTUMBA","KIBAALE","NABWEYO","BUDATU","male","female","no","no",NA,NA
"501","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'B'","male","female","no","no",NA,NA
"502","IGANGA","NAMALEMBA","MINANI","NABITENDE","male","female","yes","yes",NA,NA
"503","NAMUTUMBA","MAGADA","KIWANYI","NAWANSEKESE","male","female","yes","no",NA,NA
"504","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI A","male","female","no","no",NA,NA
"505","BUGIRI","BULESA","BULUWE","MALENDELE","male","female","yes","yes",NA,NA
"506","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA EAST","male","female","no","no",NA,NA
"507","IGANGA","BUYANGA","BUWOOYA","BUYANGA C","male","female","yes","yes",NA,NA
"508","MAYUGE","BUKATUBE","LWANIKA","KASONZI","male","female","no","no",NA,NA
"509","NAMUTUMBA","NSINZE","NAWAIKONA","BUKEBWE","male","female","no","no",NA,NA
"510","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU B","male","female","yes","yes",NA,NA
"511","NAMAYINGO","BANDA","LUTOLO","NANGERA B","male","female","yes","yes",NA,NA
"512","NAMUTUMBA","NSINZE","NAWAIKONA","NABIKENGE","male","female","no","no",NA,NA
"513","NAMUTUMBA","MAGADA","KAGULU","KAWANAMO","male","female","yes","no",NA,NA
"514","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA ''B'","male","female","yes","no",NA,NA
"515","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA A","male","couple","no","no",NA,NA
"516","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA SOUTH","male","couple","yes","no",NA,NA
"517","BUGIRI","BUWUNGA","BUBUGO","KIRONGO","male","couple","yes","yes",NA,NA
"518","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAKAZINGA","male","couple","no","no",NA,NA
"519","NAMAYINGO","MUTUMBA","LUBIRA","SIMASE","male","couple","yes","yes",NA,NA
"520","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","KISEWUZI","male","couple","yes","no",NA,NA
"521","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI B","male","couple","no","no",NA,NA
"522","NAMAYINGO","BUSWALE","NANSUMA","BUHWANJA","male","couple","yes","no",NA,NA
"523","BUGIRI","BUDHAYA","BUDHAYA","KIWANDANGABO","male","couple","yes","yes",NA,NA
"524","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE B","male","couple","yes","yes",NA,NA
"525","BUGIRI","BUDHAYA","BUKATU","BUBANGO","male","couple","yes","yes",NA,NA
"526","NAMUTUMBA","NSINZE","BUWONGO","CENTRAL BUNYAGWE","male","couple","no","no",NA,NA
"527","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA II","male","couple","yes","yes",NA,NA
"528","NAMUTUMBA","NSINZE","BUWONGO","MALIGA","male","couple","no","no",NA,NA
"529","NAMUTUMBA","NSINZE","NAWAIKONA","BUTAGALA","male","couple","yes","no",NA,NA
"530","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU A","male","couple","yes","yes",NA,NA
"531","IGANGA","BULAMAGI","IWAWU","NTINDA","male","couple","yes","no",NA,NA
"532","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA C","male","couple","yes","no",NA,NA
"533","NAMUTUMBA","MAGADA","KAGULU","NAMUSAYI","male","couple","no","no",NA,NA
"534","MAYUGE","BUKATUBE","BUYEMBA","MUGERI B","male","couple","no","no",NA,NA
"535","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI B","male","couple","yes","no",NA,NA
"536","NAMAYINGO","BANDA","LUGALA","LUGALA A","male","couple","yes","no",NA,NA
"537","BUGIRI","KAPYANGA","NDIFAKULYA","NDIFAKULYA","male","couple","no","no",NA,NA
"538","IGANGA","IBULANKU","NSAALE","WANTE","male","couple","no","no",NA,NA
"539","MAYUGE","KITYERERA","BUBINGE","BULIDHA","male","couple","yes","no",NA,NA
"540","NAMUTUMBA","MAGADA","KAGULU","NAKAWA","male","couple","yes","yes",NA,NA
"541","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO B","male","couple","yes","yes",NA,NA
"542","NAMAYINGO","BUYINJA","LWANGOSIA","SIBONDWE","male","couple","yes","yes",NA,NA
"543","IGANGA","BULAMAGI","IWAWU","NAWANKOFU","male","couple","yes","no",NA,NA
"544","NAMUTUMBA","KIBAALE","NABWEYO","NABUGUZI","male","couple","no","no",NA,NA
"545","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE A","male","couple","no","no",NA,NA
"546","IGANGA","BUYANGA","BUWOOYA","BUDHUBYE","male","couple","yes","no",NA,NA
"547","IGANGA","BUYANGA","BUWOOYA","BUYANGA B","male","couple","yes","yes",NA,NA
"548","IGANGA","BULAMAGI","IWAWU","KYEMEIRE","male","couple","yes","no",NA,NA
"549","BUGIRI","IWEMBA","IWEMBA","BULYAMBOLI","male","couple","yes","no",NA,NA
"550","NAMUTUMBA","KIBAALE","NABISOIGI","NAKYERE II","male","couple","no","no",NA,NA
"551","NAMAYINGO","BUYINJA","LWANGOSIA","BULOHA","male","couple","yes","no",NA,NA
"552","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MPANDE","male","couple","no","no",NA,NA
"553","IGANGA","MAKUUTU","KASOZI","BUSIMO","male","couple","yes","no",NA,NA
"554","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA B","male","couple","yes","no",NA,NA
"555","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO B","male","couple","yes","yes",NA,NA
"556","IGANGA","MAKUUTU","KASOZI","BUNAKATE","male","couple","yes","no",NA,NA
"557","MAYUGE","KIGANDALO","KIGULU","NAMUGOLO","male","couple","no","no",NA,NA
