"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"123","HH2501",0,4,"2017-08-17","Yes","Yes","Yes","female","Yes",2,50,12,3,2,8,"Yes","No","No","No",2,4,"No","ctrl","b","a","b","No","No",NA,NA,"no","Outside","Yes",6,56,12,1,1
"124","HH445",0,16,"2017-08-17","Yes","Yes","Yes","female","Yes",1,50,5,1,0.5,1,"Yes","No","No","No",3,1,"No","male","d","c","a","Yes",NA,NA,"1","yes","Outside","No",1,58,12,1,1
"125","HH702",0,5,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,30,8,2,1.5,12,"Yes","No","No","Yes",3,2,"No","male","a","a","b","Yes",NA,NA,"1","yes","Outside","No",2,32,12,1,1
"126","HH959",0,4,"2017-08-17","Yes","Yes","No","male","Yes",4,37,5,3,2,6,"Yes","No","No","No",1,1,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,36,12,1,1
"127","FH115",1,11,"2017-08-17","Yes","Yes","Yes",NA,"Yes",1,59,2,3,1,1,"Yes","No","No","No",3,2,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,13,1,1
"128","HH1022",0,14,"2017-08-17","Yes","Yes","Yes","male","Yes",2,64,7,5,1.5,3,"Yes","No","No","No",3,2,"Yes","female","a","c","b","No","Yes","Yes","1","no","Outside","No",1,58,13,1,1
"129","HH1279",0,14,"2017-08-17","Yes","Yes","Yes","female","Yes",1,40,7,3,2,4,"Yes","No","Yes","Yes",1,4,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,13,1,1
"130","HH1536",0,14,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,72,6,5,1,1.5,"Yes","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,71,13,1,1
"131","HH1793",0,11,"2017-08-17","Yes","Yes","Yes","male","Yes",4,999,7,2,0.5,1,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,999,13,1,1
"132","HH2050",0,11,"2017-08-17","Yes","Yes","Yes","female","Yes",2,30,9,9,2,2,"Yes","No","No","Yes",1,4,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",5,40,13,1,1
"133","HH2307",0,14,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,50,9,4,1,1,"Yes","No","Yes","Yes",1,3,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",1,49,13,1,1
"134","HH251",0,14,"2017-08-17","Yes","Yes","Yes","male","Yes",3,35,5,2,0.699999988079071,5,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,28,13,1,1
"135","HH2564",0,14,"2017-08-17","Yes","Yes","No","female","Yes",1,39,6,3,2,1,"Yes","No","No","No",1,1,"Yes","ctrl","c","b","a","Yes",NA,NA,"1","no","Outside","No",2,40,13,1,1
"136","HH508",0,11,"2017-08-17","Yes","Yes","Yes","female","Yes",4,23,7,3,1,4,"Yes","No","No","Yes",3,2,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,36,13,1,1
"137","HH765",0,11,"2017-08-17","Yes","Yes","No","couple","Yes",4,40,9,9,1,3,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,37,13,1,1
"138","FH125",1,15,"2017-08-17","Yes","Yes","No",NA,"Yes",3,40,5,2,0.5,0.5,"Yes","No","No","No",1,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,14,1,1
"139","HH1037",0,15,"2017-08-17","Yes","Yes","Yes","female","Yes",1,29,6,3,1,2,"Yes","No","No","No",2,1,"No","female","a","c","b","No","No",NA,NA,"no","Outside","No",2,35,14,1,1
"140","HH1294",0,15,"2017-08-17","Yes","Yes","Yes","couple","Yes",4,38,8,4,1.5,5,"No","No","Yes","No",3,2,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,19,14,1,1
"141","HH1551",0,12,"2017-08-17","Yes","Yes","Yes","male","Yes",4,27,4,15,4,27,"Yes","No","Yes","No",1,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,20,14,1,1
"142","HH1808",0,12,"2017-08-17","Yes","Yes","Yes","female","Yes",2,45,7,15,2,4,"Yes","No","Yes","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,999,14,1,1
"143","HH2065",0,12,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,27,7,17,2.5,1.5,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,14,1,1
"144","HH2322",0,12,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,75,6,15,3,5,"Yes","No","Yes","No",3,1,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",3,34,14,1,1
"145","HH266",0,12,"2017-08-17","Yes","Yes","Yes","female","Yes",1,21,3,17,1,1,"Yes","No","No","No",1,1,"Yes","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,23,14,1,1
"146","HH523",0,12,"2017-08-17","Yes","Yes","No","couple","Yes",2,45,7,17,2,4,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,44,14,1,1
"147","HH780",0,15,"2017-08-17","Yes","Yes","Yes","male","Yes",2,44,12,2,1,1,"Yes","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,44,14,1,1
"148","HH9",0,15,"2017-08-17","Yes","Yes","Yes","male","Yes",6,26,3,10,1,2.5,"Yes","No","No","No",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,24,14,1,1
"149","FH135",1,11,"2017-08-17","Yes","Yes","Yes",NA,"Yes",1,60,4,7,3.5,5,"Yes","No","Yes","No",1,4,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,15,1,1
"150","HH1187",0,14,"2017-08-17","Yes","Yes","Yes","female","Yes",2,25,5,3,3,28,"Yes","Yes","Yes","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,15,1,1
"151","HH1444",0,14,"2017-08-17","Yes","Yes","Yes","couple","Yes",4,23,3,3,1,2,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,20,15,1,1
"152","HH159",0,11,"2017-08-17","Yes","Yes","No","male","Yes",4,56,3,8,1.5,7,"Yes","No","Yes","No",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,54,15,1,1
"153","HH1701",0,11,"2017-08-17","Yes","Yes","No","male","Yes",5,31,5,2,2.5,3,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,27,15,1,1
"154","HH1958",0,14,"2017-08-17","Yes","Yes","Yes","female","Yes",2,28,6,3,1,1.5,"Yes","No","No","No",1,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,30,15,1,1
"155","HH2215",0,14,"2017-08-17","Yes","Yes","Yes","couple","Yes",5,29,4,3,1,2,"Yes","No","Yes","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,15,1,1
"156","HH2472",0,14,"2017-08-17","Yes","Yes","No","couple","Yes",4,28,5,4,1,2.5,"Yes","No","Yes","No",3,1,"No","ctrl","b","c","a","Yes",NA,NA,"1","no","Outside","No",2,24,15,1,1
"157","HH416",0,11,"2017-08-17","Yes","Yes","Yes","female","Yes",2,26,5,10,4,3,"Yes","No","No","No",1,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,999,15,1,1
"158","HH673",0,14,"2017-08-17","Yes","Yes","No","couple","Yes",5,27,5,2,1.5,3,"Yes","No","No","No",1,2,"Yes","male","a","c","b","No","Yes","No",NA,"no","Outside","No",2,24,15,1,1
"159","HH930",0,11,"2017-08-17","Yes","Yes","No","male","Yes",4,37,5,3,2,15,"Yes","No","Yes","Yes",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,30,15,1,1
"160","FH145",1,11,"2017-08-17","Yes","Yes","Yes",NA,"Yes",1,999,7,5,4,12,"Yes","No","Yes","No",1,3,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,16,1,1
"161","HH1074",0,10,"2017-08-17","Yes","Yes","Yes","female","Yes",2,35,9,3,2,1,"Yes","No","Yes","No",1,3,"No","female","d","a","b","Yes",NA,NA,"1","yes","Outside","No",4,40,16,1,1
"162","HH1331",0,2,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,40,15,10,2,10,"Yes","No","Yes","Yes",3,5,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,35,16,1,1
"163","HH1588",0,10,"2017-08-17","Yes","Yes","Yes","male","Yes",2,30,9,3,1,3,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,30,16,1,1
"164","HH1845",0,11,"2017-08-17","Yes","Yes","Yes","female","Yes",2,38,9,4,2,8,"Yes","98","Yes","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Inside","No",2,39,16,1,1
"165","HH2102",0,2,"2017-08-17","Yes","Yes","No","couple","Yes",2,23,2,1,1,9,"Yes","Yes","Yes","Yes",3,1,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,18,16,1,1
"166","HH2359",0,2,"2017-08-17","Yes","Yes","Yes","male","Yes",2,30,5,1,1,3,"Yes","No","No","No",3,1,"No","ctrl","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,26,16,1,1
"167","HH303",0,2,"2017-08-17","Yes","Yes","Yes","female","Yes",2,42,10,1,1,3,"Yes","No","Yes","No",1,4,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,45,16,1,1
"168","HH46",0,10,"2017-08-17","Yes","Yes","Yes","male","Yes",4,59,5,3,0.5,2,"Yes","No","No","No",3,2,"No","male","d","c","d","No","No",NA,NA,"yes","Outside","No",2,41,16,1,1
"169","HH560",0,10,"2017-08-17","Yes","Yes","No","couple","Yes",2,40,8,3,1.5,1.5,"Yes","No","Yes","Yes",1,2,"No","male","a","c","d","Yes",NA,NA,"2","yes","Outside","No",2,39,16,1,1
"170","HH817",0,11,"2017-08-17","Yes","Yes","Yes","male","Yes",1,49,4,4,2,9,"Yes","No","No","Yes",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,24,16,1,1
"171","FH155",1,16,"2017-08-17","Yes","Yes","Yes",NA,"Yes",3,67,2,25,0.5,2,"Yes","No","No","No",3,1,"Yes","female","b","a","b","No","No",NA,NA,"no","Outside","No",NA,NA,17,1,1
"172","HH1193",0,9,"2017-08-17","Yes","Yes","Yes","female","Yes",4,48,11,2,3,10,"Yes","Yes","Yes","No",1,4,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,17,1,1
"173","HH1450",0,16,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,25,3,25,4,16,"Yes","No","No","Yes",3,2,"No","female","b","c","b","No","No",NA,NA,"yes","Outside","No",2,24,17,1,1
"174","HH165",0,7,"2017-08-17","Yes","Yes","Yes","male","Yes",2,44,9,7,0.5,0.560000002384186,"Yes","No","No","No",1,2,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,38,17,1,1
"175","HH1707",0,7,"2017-08-17","Yes","Yes","Yes","male","Yes",2,41,6,3,5,20,"No","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,35,17,1,1
"176","HH1964",0,9,"2017-08-17","Yes","Yes","Yes","female","Yes",2,34,14,5,0.5,0.200000002980232,"Yes","No","No","No",3,4,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,36,17,1,1
"177","HH2221",0,5,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,30,8,20,2,7,"Yes","No","No","No",1,3,"No","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",4,32,17,1,1
"178","HH2478",0,7,"2017-08-17","Yes","Yes","Yes","female","Yes",1,20,4,5,2,6,"Yes","No","No","98",1,1,"No","ctrl","c","d","b","No","No",NA,NA,"no","Outside","No",4,23,17,1,1
"179","HH422",0,16,"2017-08-17","Yes","Yes","Yes","female","Yes",2,18,4,20,0.5,2,"No","No","No","No",3,1,"Yes","male","b","b","b","No","No",NA,NA,"yes","Outside","No",2,20,17,1,1
"180","HH679",0,9,"2017-08-17","Yes","Yes","Yes","couple","Yes",4,35,9,4,2.5,8,"Yes","No","Yes","Yes",3,2,"Yes","male","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,32,17,1,1
"181","HH936",0,5,"2017-08-17","Yes","Yes","Yes","male","Yes",2,28,6,20,1,5,"Yes","No","No","Yes",3,2,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,23,17,1,1
"182","FH165",1,3,"2017-08-17","Yes","Yes","Yes",NA,"Yes",2,44,10,5,1,1.5,"Yes","Yes","No","No",1,5,"Yes","male","c","c","a","Yes",NA,NA,"1","yes","Outside","No",NA,NA,18,1,1
"183","HH3344",0,1,"2017-08-17","Yes","Yes","No","male","Yes",4,44,10,5,1,5,"Yes","No","Yes","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,40,18,1,1
"184","HH3371",0,3,"2017-08-17","Yes","Yes","Yes","female","Yes",2,32,8,5,0.5,2,"Yes","No","No","No",3,1,"No","male","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,39,18,1,1
"185","HH3398",0,1,"2017-08-17","Yes","Yes","Yes","male","Yes",2,33,8,3,1,5,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,31,18,1,1
"186","HH3425",0,3,"2017-08-17","Yes","Yes","Yes","female","Yes",1,38,4,5,1,0.300000011920929,"Yes","No","No","No",3,1,"Yes","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,53,18,1,1
"187","HH3452",0,1,"2017-08-17","Yes","Yes","Yes","male","Yes",2,32,7,4,2,11,"Yes","No","No","No",3,1,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,18,1,1
"188","HH3479",0,3,"2017-08-17","Yes","Yes","Yes","female","Yes",1,36,9,5,2,0.5,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,40,18,1,1
"189","HH3506",0,1,"2017-08-17","Yes","Yes","No","couple","Yes",3,43,5,4,2,20,"Yes","No","No","Yes",1,2,"Yes","couple","c","c","a","No","No",NA,NA,"yes","Outside","No",1,40,18,1,1
"190","FH172",1,16,"2017-08-17","Yes","Yes","Yes",NA,"Yes",2,53,8,1,1.5,6,"No","No","No","No",1,3,"Yes","female","b","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,19,1,1
"191","HH2589",0,4,"2017-08-17","Yes","Yes","No","male","Yes",3,50,9,15,2,7,"No","No","No","Yes",1,4,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,43,19,1,1
"192","HH2674",0,5,"2017-08-17","Yes","Yes","Yes","female","Yes",2,32,10,14,1,3,"Yes","98","Yes","Yes",1,3,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",4,35,19,1,1
"193","HH2759",0,4,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,83,2,10,3,5,"Yes","No","No","No",3,2,"No","male","b","a","a","Yes",NA,NA,"1","yes","Outside","No",1,55,19,1,1
"194","HH2844",0,4,"2017-08-17","Yes","Yes","Yes","male","Yes",3,25,5,4,2,4,"Yes","No","No","Yes",3,1,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,19,19,1,1
"195","HH2929",0,7,"2017-08-17","Yes","Yes","Yes","female","Yes",2,46,6,5,2,10,"Yes","No","No","No",1,3,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,75,19,1,1
"196","HH3014",0,4,"2017-08-17","Yes","Yes","Yes","couple","Yes",2,46,6,6,3,16,"Yes","No","No","No",3,2,"No","female","b","c","a","Yes",NA,NA,"1","yes","Outside","No",1,40,19,1,1
"197","HH3099",0,4,"2017-08-17","Yes","Yes","No","male","Yes",5,28,3,1,1,5,"No","No","Yes","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,24,19,1,1
"198","HH3184",0,9,"2017-08-17","Yes","Yes","No","female","Yes",2,48,12,3,3,13,"Yes","No","No","No",1,3,"Yes","couple","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,50,19,1,1
"199","HH3269",0,4,"2017-08-17","Yes","Yes","No","couple","Yes",4,46,10,10,1.5,1.5,"No","No","Yes","No",1,4,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,32,19,1,1
"200","FH181",1,15,"2017-08-17","Yes","Yes","Yes",NA,"Yes",2,36,13,1,1.5,1.5,"Yes","No","No","No",1,4,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,20,1,1
"201","HH1205",0,3,"2017-08-17","Yes","Yes","Yes","female","Yes",2,40,12,5,0.5,2,"Yes","Yes","Yes","No",3,3,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,42,20,1,1
"202","HH1462",0,12,"2017-08-17","Yes","Yes","Yes","couple","Yes",4,34,8,17,1.5,8,"Yes","No","Yes","Yes",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,22,20,1,1
"203","HH1719",0,15,"2017-08-17","Yes","Yes","No","male","Yes",6,31,6,4,4,28,"Yes","No","No","No",1,6,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,28,20,1,1
"204","HH177",0,12,"2017-08-17","Yes","Yes","Yes","male","Yes",1,76,5,17,3,30,"Yes","No","Yes","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,20,1,1
"205","HH1976",0,1,"2017-08-17","Yes","Yes","No","female","Yes",2,18,2,3,1,10,"Yes","No","No","Yes",1,2,"Yes","couple","b","c","b","No","No",NA,NA,"no","Outside","Yes",2,25,20,1,1
"206","HH2233",0,3,"2017-08-17","Yes","Yes","Yes","couple","Yes",4,40,12,1,1,8,"Yes","No","Yes","Yes",1,3,"No","couple","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,36,20,1,1
"207","HH2490",0,12,"2017-08-17","Yes","Yes","No","couple","Yes",3,32,6,17,1,8,"Yes","Yes","No","No",1,1,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,24,20,1,1
"208","HH434",0,1,"2017-08-17","Yes","Yes","No","female","Yes",2,30,10,3,2,10,"Yes","No","No","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,20,1,1
"209","HH691",0,15,"2017-08-17","Yes","Yes","No","couple","Yes",4,51,9,2,3,19,"Yes","Yes","No","No",1,4,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,50,20,1,1
"210","HH948",0,1,"2017-08-17","Yes","Yes","Yes","male","Yes",3,55,7,3,2,16,"Yes","No","No","Yes",1,3,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,45,20,1,1
"211","FH191",1,11,"2017-08-18","Yes","Yes","Yes",NA,"Yes",1,999,11,50,2,5,"Yes","No","No","No",3,2,"No","female","c","c","b","No","Yes","Yes","1","yes","Outside","No",NA,NA,1,2,1
"212","HH1170",0,14,"2017-08-18","Yes","Yes","Yes","female","Yes",2,55,10,7,1.5,4,"Yes","No","No","No",3,2,"Yes","female","a","c","b","No","No",NA,NA,"yes","Outside","No",2,61,1,2,1
"213","HH142",0,14,"2017-08-18","Yes","Yes","Yes","male","Yes",2,38,10,16,1.5,4,"Yes","No","Yes","No",1,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,34,1,2,1
"214","HH1427",0,11,"2017-08-18","Yes","Yes","Yes","couple","Yes",1,70,6,10,1,3,"Yes","No","No","No",3,1,"No","female","a","c","b","No","Yes","Yes","1","no","Outside","No",1,50,1,2,1
"215","HH1684",0,14,"2017-08-18","Yes","Yes","Yes","male","Yes",1,60,3,9,1,1,"Yes","No","No","Yes",3,1,"No","couple","a","c","b","No","No",NA,NA,"no","Outside","No",1,48,1,2,1
"216","HH1941",0,14,"2017-08-18","Yes","Yes","Yes","female","Yes",1,50,8,10,1,3,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",1,60,1,2,1
"217","HH2198",0,14,"2017-08-18","Yes","Yes","No","couple","Yes",2,28,4,4,1.5,5,"Yes","No","No","No",1,4,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,26,1,2,1
"218","HH2455",0,11,"2017-08-18","Yes","Yes","Yes","male","Yes",2,999,12,10,2,4,"Yes","No","No","No",3,2,"No","ctrl","a","c","b","No","Yes","Yes","1","no","Outside","No",1,999,1,2,1
"219","HH399",0,14,"2017-08-18","Yes","Yes","No","female","Yes",2,44,13,16,3,10,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,48,1,2,1
"220","HH656",0,14,"2017-08-18","Yes","Yes","No","couple","Yes",1,44,4,7,2,5,"Yes","No","Yes","Yes",3,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,31,1,2,1
"221","HH913",0,14,"2017-08-18","Yes","Yes","Yes","male","Yes",1,72,8,4,3,5,"Yes","No","No","No",3,2,"Yes","female","a","c","b","No","No",NA,NA,"yes","Outside","No",1,32,1,2,1
"222","FH201",1,13,"2017-08-18","Yes","Yes","Yes",NA,"Yes",1,40,8,0,1,3,"Yes","No","No","No",1,2,"No","male","a","b","b","No","No",NA,NA,"yes","Outside","No",NA,NA,2,2,1
"223","HH1171",0,11,"2017-08-18","Yes","Yes","No","female","Yes",1,38,6,3,2,5,"Yes","No","No","No",3,2,"No","female","c","c","b","Yes",NA,NA,"1","no","Outside","No",3,38,2,2,1
"224","HH1428",0,13,"2017-08-18","Yes","Yes","Yes","couple","Yes",2,25,10,0,1,3,"Yes","No","Yes","Yes",3,2,"Yes","female","b","a","b","No","No",NA,NA,"yes","Outside","No",2,19,2,2,1
"225","HH143",0,10,"2017-08-18","Yes","Yes","Yes","male","Yes",2,41,8,0,4,6,"Yes","No","Yes","No",1,3,"No","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,38,2,2,1
"226","HH1685",0,10,"2017-08-18","Yes","Yes","Yes","male","Yes",3,40,9,1,0.5,1,"Yes","No","No","Yes",1,3,"Yes","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,30,2,2,1
"227","HH1942",0,13,"2017-08-18","Yes","Yes","Yes","female","Yes",1,50,12,0,1,4,"Yes","No","No","No",1,3,"No","couple","c","c","b","No","No",NA,NA,"yes","Outside","No",1,70,2,2,1
"228","HH2199",0,11,"2017-08-18","Yes","Yes","Yes","couple","Yes",1,48,10,1,1,2,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,56,2,2,1
"229","HH2456",0,11,"2017-08-18","Yes","Yes","Yes","female","Yes",2,24,5,6,1,0.300000011920929,"Yes","No","No","No",1,1,"No","ctrl","a","c","b","No","Yes","Yes","1","no","Outside","No",4,36,2,2,1
"230","HH400",0,10,"2017-08-18","Yes","Yes","Yes","female","Yes",2,20,10,1,1,0,"Yes","No","No","No",3,2,"No","male","c","a","b","No","No",NA,NA,"no","Outside","No",2,999,2,2,1
"231","HH657",0,13,"2017-08-18","Yes","Yes","Yes","couple","Yes",1,51,9,0,1,1,"Yes","No","No","No",1,3,"No","male","b","b","b","No","Yes","Yes","1","no","Outside","No",1,45,2,2,1
"232","HH914",0,11,"2017-08-18","Yes","Yes","Yes","male","Yes",1,60,4,4,2,4,"Yes","No","Yes","Yes",3,2,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",1,48,2,2,1
"233","FH211",1,11,"2017-08-18","Yes","Yes","Yes",NA,"Yes",1,81,4,8,0.5,0.400000005960464,"No","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,3,2,1
"234","HH3340",0,14,"2017-08-18","Yes","Yes","Yes","male","Yes",2,58,9,6,0.5,1,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,36,3,2,1
"235","HH3367",0,2,"2017-08-18","Yes","Yes","Yes","female","Yes",5,45,6,4,1,4,"Yes","No","No","No",3,3,"Yes","male","c","c","a","Yes",NA,NA,"1","no","Inside","No",2,34,3,2,1
"236","HH3394",0,2,"2017-08-18","Yes","Yes","No","male","Yes",2,37,10,2,3,5,"Yes","No","Yes","No",3,4,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,40,3,2,1
"237","HH3421",0,14,"2017-08-18","Yes","Yes","Yes","female","Yes",1,45,6,9,1,2,"Yes","No","Yes","No",3,1,"No","female","a","c","a","No","No",NA,NA,"no","Outside","No",2,60,3,2,1
"238","HH3448",0,14,"2017-08-18","Yes","Yes","Yes","male","Yes",1,40,7,10,1,1,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,50,3,2,1
"239","HH3475",0,14,"2017-08-18","Yes","Yes","Yes","female","Yes",1,45,7,8,2,2,"Yes","No","No","No",1,2,"No","couple","a","c","a","No","No",NA,NA,"no","Outside","No",2,70,3,2,1
"240","HH3502",0,2,"2017-08-18","Yes","Yes","Yes","couple","Yes",3,40,13,6,1,3,"Yes","No","No","No",3,3,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,37,3,2,1
"241","FH218",1,11,"2017-08-18","Yes","Yes","Yes",NA,"Yes",1,50,5,10,1,2,"Yes","No","No","No",3,2,"No","male","a","c","b","No","No",NA,NA,"no","Inside","No",NA,NA,4,2,1
"242","HH3357",0,2,"2017-08-18","Yes","Yes","Yes","male","Yes",1,65,2,5,1,2,"Yes","No","No","Yes",3,2,"No","male","a","a","a","No","Yes","Yes","1","yes","Inside","No",1,55,4,2,1
"243","HH3357",0,2,"2017-08-18","Yes","Yes","Yes","male","Yes",4,34,9,3,1,0,"Yes","No","No","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",2,20,4,2,1
"244","HH3384",0,11,"2017-08-18","Yes","Yes","Yes","female","Yes",1,30,8,10,1,1,"Yes","No","No","No",3,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Inside","No",1,40,4,2,1
"245","HH3411",0,2,"2017-08-18","Yes","Yes","Yes","male","Yes",2,59,7,3,1,2.5,"Yes","No","No","No",1,4,"Yes","female","b","c","a","Yes",NA,NA,"1","no","Inside","No",2,45,4,2,1
"246","HH3438",0,2,"2017-08-18","Yes","Yes","Yes","female","Yes",4,34,6,4,2,5,"Yes","No","No","No",3,1,"Yes","female","a","c","a","Yes",NA,NA,"1","yes","Inside","No",3,28,4,2,1
